question,answer
 diklat BOCT  metode pelajarannya online atau offline(tatap muka)?,"Untuk diklat BOCT dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama Belajar : 6 Hari (47 JP)
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 diklat BRM  metode pelajarannya online atau offline(tatap muka)?,Untuk BRM pembelajarannya dilakukan secara daring/online. Lama belajar 5 Hari (40 JP)
,
,
 diklat CMHBT  metode pelajarannya online atau offline(tatap muka)?,Untuk CMHBT pembelajarannya dilakukan secara daring/online. Lama belajar 2 Hari (17 JP)
,
,
 diklat CMT  metode pelajarannya online atau offline(tatap muka)?,Untuk CMT pembelajarannya dilakukan secara daring/online. Lama belajar 1 Hari (10 JP)
,
,
 diklat ECDIS  metode pelajarannya online atau offline(tatap muka)?,Untuk ECDIS pembelajarannya dilakukan secara daring/online. Lama belajar 5 Hari (40 JP)
,
,
 diklat ERM  metode pelajarannya online atau offline(tatap muka)?,Untuk ERM pembelajarannya dilakukan secara daring/online. Lama belajar 5 Hari (40 JP)
,
,
 diklat GMDSS  metode pelajarannya online atau offline(tatap muka)?,"Untuk diklat GMDSS dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 2 minggu
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 diklat MC  metode pelajarannya online atau offline(tatap muka)?,Untuk MC pembelajarannya dilakukan secara daring/online. Lama belajar 5 Hari (46 JP)
,
,
 diklat MFA  metode pelajarannya online atau offline(tatap muka)?,"Untuk diklat MFA dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 3 Hari (24 JP)
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 diklat ORU  metode pelajarannya online atau offline(tatap muka)?,"Untuk diklat ORU dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 1 minggu
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 diklat PSCRB  metode pelajarannya online atau offline(tatap muka)?,"Untuk diklat PSCRB dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus

Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 diklat RADAR SIMULATOR  metode pelajarannya online atau offline(tatap muka)?,Untuk radar simulator pembelajarannya dilakukan secara daring/online. Lama belajar 6 Hari (79 JP)
,
,
 diklat Rating Deck  metode pelajarannya online atau offline(tatap muka)?,Untuk rating deck pembelajarannya dilakukan secara daring/online. Lama belajar 15 Hari (640 JP)
,
,
 diklat Rating Engine  metode pelajarannya online atau offline(tatap muka)?,Untuk rating engine pembelajarannya dilakukan secara daring/online. Lama belajar 15 Hari (640 JP)
,
,
 diklat sdsd  metode pelajarannya online atau offline(tatap muka)?,Untuk sdsd pembelajarannya dilakukan secara daring/online. Lama belajar 2 Hari (16 JP)
,
,
 diklat sat  metode pelajarannya online atau offline(tatap muka)?,"Utuk diklat SAT dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 1 Hari (8 JP)
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 diklat sso  metode pelajarannya online atau offline(tatap muka)?,Untuk SSO pembelajarannya dilakukan secara daring/online. Lama belajar 8 hari (18 JP)
,
,
 diklat scrb  metode pelajarannya online atau offline(tatap muka)?,"Utuk diklat SCRB dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 6 Hari (32 JP)
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 towing master  metode pelajarannya online atau offline(tatap muka)?,"untuk diklat Towing Master dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus

Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 towing master kerjasama  metode pelajarannya online atau offline(tatap muka)?,"untuk diklat Towing Master dilaksanakan secara hybrid ya 

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus

Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
PEMUTAKHIRAN NAUTIKA (ANT) III MANAGEMENT  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PEMUTAKHIRAN NAUTIKA (ANT) IV MANAGEMENT  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PEMUTAKHIRAN NAUTIKA (ANT) V MANAGEMENT  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PEMUTAKHIRAN TEKNIKA (ATT) III MANAGEMENT  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PEMUTAKHIRAN TEKNIKA (ATT) IV MANAGEMENT  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PEMUTAKHIRAN TEKNIKA (ATT) V MANAGEMENT  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PENINGKATAN DP IV NAUTIKA (ANT DP IV)  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
 PENINGKATAN DP II NAUTIKA (ANT DP II metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PENINGKATAN DP II TEKNIKA (ATT DP II) metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PENINGKATAN DP III NAUTIKA (ANT DP III) metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PENINGKATAN DP III TEKNIKA (ATT DP III)  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PENINGKATAN DP IV TEKNIKA (ATT DP IV) metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PENINGKATAN DP V NAUTIKA (ANT DP V metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
PENINGKATAN DP V TEKNIKA (ATT DP V)  metode pelajarannya online atau offline(tatap muka)?,"Dilaksanakan secara hybrid ya.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus                                                                                                                                                                                                                               

"
diklat Terminal Operator Management dan BUP  metode pelajarannya online atau offline(tatap muka)?,"Untuk Terminal Operator Management dan BUP, terdapat 2 teknis pelaksanaan diklat bisa Online  dan Offline "
diklat Port Basic Safety & Security Training (PBSST)  metode pelajarannya online atau offline(tatap muka)?,"Untuk pbsst pembelajarannya dilakukan secara offline

"
"IMDG Code (Tanpa LSP, Pelaksanaan diluar BP2TL)  metode pelajarannya online atau offline(tatap muka)?",Pelaksanaan diluar BP2TL
"IMSBC Code (Tanpa LSP, Pelaksanaan diluar BP2TL)  metode pelajarannya online atau offline(tatap muka)?",Pelaksanaan diluar BP2TL
 diklat Sistem Informasi Angkutan Laut dan Kepelabuhanan  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara online/daring

"
diklat shipping management  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
 diklat shipping agency  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
diklat internal audit  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
diklat dpa metode pelajarannya online atau offline(tatap muka)?,"Untuk Terminal Operator Management dan BUP, terdapat 2 teknis pelaksanaan diklat bisa tatap muka di bp2tl dan tatap muka di hotel"
 pandu tingkat I  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
 pandu tingkat II  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
 pandu endorsement tingkat I  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
 pandu endorsement tingkat II  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
 updating imdg code  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
 updating imsbc code  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
 diklat tot 609   metode pelajarannya online atau offline(tatap muka)?,Terdapat 2 teknis pelaksanaan diklat bisa tatap muka di bp2tl dan hybrid (online + offline)
 diklat toe 312 metode pelajarannya online atau offline(tatap muka)?,Terdapat 2 teknis pelaksanaan diklat bisa tatap muka di bp2tl dan hybrid (online + offline)
diklat tot 610  metode pelajarannya online atau offline(tatap muka)?,"Pembelajarannya dilakukan secara offline/tatap muka

"
revalidasi aff  metode pelajarannya online atau offline(tatap muka)?,"Untuk revalidasi AFF online, lama belajarnya 6 jam (1 hari)"
 revalidasi aff terbitan non bukan keluaran  bp2tl  metode pelajarannya online atau offline(tatap muka)?,"Untuk revalidasi AFF online, lama belajarnya 6 jam (1 hari)"
revalidasi bst terbitan bp2tl metode pelajarannya online atau offline(tatap muka)?,"Untuk BST terbitan BP2TL maupun Non BP2TL, terdapat 2 teknis pelaksanaan diklat:

Online (melampirkan PKL masih aktif dan surat rekomendasi dari perusahaan/instansi)
Offline (bagi pelaut yang sedang off, pembelajaran tetap dilaksanakan online sesuai jadwal terlampir)"
revalidasi bst non bukan keluaran  bp2tl metode pelajarannya online atau offline(tatap muka)?,"Untuk Revalidasi BST terbitan BP2TL maupun Non BP2TL, terdapat 2 teknis pelaksanaan diklat:

Online (melampirkan PKL masih aktif dan surat rekomendasi dari perusahaan/instansi)
Offline (bagi pelaut yang sedang off, pembelajaran tetap dilaksanakan online sesuai jadwal terlampir)"
 revalidasi PSCRB  metode pelajarannya online atau offline(tatap muka)?,Online
 updating bst bp2tl metode pelajarannya online atau offline(tatap muka)?,"Untuk Updating BST terbitan BP2TL maupun Non BP2TL, terdapat 2 teknis pelaksanaan diklat:

Online (melampirkan PKL masih aktif dan surat rekomendasi dari perusahaan/instansi)
Offline (bagi pelaut yang sedang off, pembelajaran tetap dilaksanakan online sesuai jadwal terlampir)"
 cetak ulang ijazah 1x cop  metode pelajarannya online atau offline(tatap muka)?,Online
 cetak ulang ijazah 2x cop  metode pelajarannya online atau offline(tatap muka)?,Online
 cetak ulang ijazah 3x cop  metode pelajarannya online atau offline(tatap muka)?,Online
 cetak ulang ijazah coe dan coc  metode pelajarannya online atau offline(tatap muka)?,Online
 cetak ulang ijazah coc  metode pelajarannya online atau offline(tatap muka)?,Online
 cetak ulang ijazah coe  metode pelajarannya online atau offline(tatap muka)?,Online
 ganti coc dan coe gmdss  metode pelajarannya online atau offline(tatap muka)?,Online
 perpanjangan coe ANT III  metode pelajarannya online atau offline(tatap muka)?,Online
 perpanjangan coe ANT IV  metode pelajarannya online atau offline(tatap muka)?,Online
 perpanjangan coe ANT V  metode pelajarannya online atau offline(tatap muka)?,Online
 perpanjangan coe ATT III  metode pelajarannya online atau offline(tatap muka)?,Online
 perpanjangan coe ATT IV  metode pelajarannya online atau offline(tatap muka)?,Online
 perpanjangan coe ATT V  metode pelajarannya online atau offline(tatap muka)?,Online
 perpanjangan coe gmdss  metode pelajarannya online atau offline(tatap muka)?,Online
 updating able deck  metode pelajarannya online atau offline(tatap muka)?,Online
 updating able engine  metode pelajarannya online atau offline(tatap muka)?,Online
Ada diklat apa saja di bp2tl ,"Terdiri atas 2 (dua) Program Diklat:
1. Diklat Teknis Fungsional                                                                                                                                                                  Program Diklat Fungsional bertujuan agar ASN/pendidik/instruktur/dosen memiliki kompetensi dalam hal merencanakan dan menyiapkan pembelajaran dan pengajaran yang efektif, memilih metode pengajaran dan bahan ajar yang efektif, serta mengevaluasi proses pembelajaran dan pengajaran.
2. Diklat Pelaut                                                                                                                                                               
Program Diklat keahlian pelaut merupakan program diklat dalam berbagai jalur, jenjang, dan jenis untuk meningkatkan keahlian guna mendapatkan sertifikat keahlian pelaut sebagai surat ijin (license) yang menegaskan bahwa pemegang sertifikat memiliki pengetahuan dan keahlian untuk berlayar."
Diklat fungsional ada apa saja ,"Jenis Diklat Fungsional
- Diklat Fungsional Bagi ASN
BP2TL Jakarta menyelenggarakan Diklat Fungsional ASN sebagai bagian dari kerja sama dengan Direktorat Jenderal Perhubungan Laut dalam rangka meningkatkan kompetensi aparatur sipil negara di bidang transportasi laut. Program ini dirancang untuk mendukung pengembangan profesional ASN melalui berbagai pelatihan teknis, operasional, dan manajerial yang sesuai dengan kebutuhan sektor maritim.
Pada direktorat kepelabuhanan dan pengerukan, pelatihan mencakup pengawas pemanduan, penyelenggara pelabuhan dan otoritas, pandu tingkat I dan II, pandu laut dalam, terminal operator management dan BUP, container terminal operation and management, port and terminal security, marine assessor, cargo surveying, hingga pelatihan di bidang offshore dan migas seperti fundamental offshore field development, exploration and production logistics, oil and gas, petroleum engineering, marine drilling, serta health safety environment management.
Di direktorat navigasi, program diklat meliputi SNBP tingkat dasar dan terampil, marine inspector radio, vessel traffic system (basic, operator, supervisor, OJT, dan OJT instructor), teknisi telekomunikasi pelayaran tingkat III, sertifikat radio elektronika tingkat II, operator radio umum (ORU) GMDSS, surveyor hidrografi, dan kartografi. Selain itu, juga tersedia pelatihan terkait keselamatan dan penegakan hukum pelayaran seperti ISPS Code, kesyahbandaran kelas A dan B, port state control (PSC), sea and coast guard, investigasi kecelakaan kapal, kecakapan penyelam berbagai tingkat, penanggulangan pencemaran tingkat I–III, penanganan muatan berbahaya, marine investigation, marine salvage law, marine emergency response management, maritime law, ship arrest, serta dasar bintara KPLP.
Sementara itu, pada direktorat perkapalan dan kepelautan, pelatihan meliputi marine inspector tipe A dan B, pengukuran kapal, pendaftaran dan kebangsaan kapal, pencegahan pencemaran, basic hingga advance commercial survey (non statutory), auditor ISM Code, serta penimbalan kompas. Tersedia pula pelatihan teknis seperti dasar dan lanjutan kesyahbandaran, teknis marine inspector, pengukuran kapal di bawah 7 GT, serta teknis di bidang perhubungan laut.                                                                                   Finish subscribing to Google One … Get 30 GB for Drive, Gmail, and Google Photos. IDR 14,500 IDR 3,500/month for 3 months.
- Diklat Fungsional Kerjasama Instansi Lain
BP2TL Jakarta menyelenggarakan Diklat Fungsional Kerjasama yang tidak hanya diperuntukkan bagi ASN di bawah Direktorat Jenderal Perhubungan Laut (DJPL), tetapi juga bagi pihak swasta dan instansi lain. Sebagai Badan Layanan Umum (BLU), BP2TL Jakarta dapat menyelenggarakan pelayanan pendidikan dan pelatihan kepada masyarakat berdasarkan PMK No. 23/PMK.05/2018 tentang tarif layanan BLU BP2TL Jakarta Kementerian Perhubungan. BP2TL memiliki 39 jenis Diklat Fungsional yang dapat dikerjasamakan dengan instansi di luar DJPL.
Daftar diklat kerjasama tersebut meliputi Pencegahan Pencemaran, Basic Commercial Survey (Non Statutory), Intermediate Commercial Survey (Non Statutory), Advanced Commercial Survey (Non Statutory), ISPS Code, Penanganan Muatan Berbahaya, Marine Salvage Law, Marine Emergency Respons Management, Maritime Law, Terminal Operator Management And BUP, Container Terminal Operation And Management, Port Terminal Security, Cargo Surveying, Ship Arrest, Fundamental Offshore Field Development, Fundamental of Exploration and Production Logistics, Oil And Gas, Oil And Gas Productiion Engineering, Petroleum Engineering, Marine Drilling, Health Safety Environment Management, Marine Assessor, Marine Insurance, Shipping Agency, Shipping Management, Marine Claim, Logistics Mangement, Maritime Trade And Transportation, Container Shipping, Peningkatan Kompetensi SDM Bongkar Muat, Teknis Awal Dasar Dasar Kesyahbandaran, Teknis Lanjutan Dasar Dasar Kesyahbandaran, Teknis Dasar Dasar Kesyahbandaran, Teknis Dasar Dasar Marine Inspector, Teknis Pengukuran Kapal di bawah 7 GT, Teknis Bidang Perhubungan Laut, Kecakapan Penyelam Kelas I Bd. Salvage And Pekerjaan Bawah Air, Kecakapan Penyelam Kelas II Bd. Salvage And Pekerjaan Bawah Air, serta Kecakapan Penyelam Kelas III Bd. Salvage And Pekerjaan Bawah Air.
Persyaratan umum peserta yaitu lembaga harus memiliki kerja sama dengan PPSDMPL, untuk BUMN minimal ijazah setara D3 pelayaran dan/atau S1 umum, usia peserta maksimal 40 tahun, memiliki SDM di bidang kelautan atau shipping, melampirkan surat keterangan sehat dari dokter, serta mendapatkan surat perintah untuk melaksanakan diklat.
Selain itu, terdapat program Manajemen Operator Terminal dan Badan Usaha Pelabuhan yang merupakan hasil kerja sama dengan Asosiasi Badan Usaha Pelabuhan Indonesia (ABUPI). Program ini diselenggarakan dalam rangka menghadapi era pasar bebas ASEAN (MEA), di mana SDM kepelabuhanan dituntut untuk meningkatkan kompetensi serta memiliki sertifikasi dari lembaga terkait. ABUPI sebagai asosiasi memiliki peran dalam mendidik dan menyiapkan SDM kepelabuhanan agar lebih profesional dan siap memberikan pelayanan prima. Oleh karena itu, BP2TL Jakarta bersama ABUPI menjalin kerja sama untuk menyiapkan SDM kepelabuhanan yang andal dan mampu bersaing di tingkat global."
Diklat Pelaut ada apa saja,"- Diklat Keterampilan Pelaut (Diktram)
BP2TL Jakarta sebagai institusi pendidikan dan pelatihan di bidang transportasi laut menyelenggarakan Diklat Keterampilan Pelaut guna membekali pelaut dengan kompetensi teknis dan operasional sesuai standar nasional maupun internasional. Program ini dirancang untuk meningkatkan keterampilan, kesiapsiagaan, serta profesionalisme pelaut dalam mendukung keselamatan dan keamanan pelayaran. Saat ini tersedia hampir 25 jenis pelatihan yang dapat dipilih sesuai kebutuhan dan jenjang karier, mencakup bidang keselamatan dasar, keamanan kapal, penanganan muatan, pengoperasian peralatan keselamatan, hingga pelatihan khusus sesuai fungsi dan tanggung jawab di atas kapal.
Setiap program dilaksanakan melalui kombinasi pembelajaran teori dan praktik, didukung oleh instruktur berpengalaman, fasilitas simulator, serta sarana  praktik yang representatif. Kurikulum yang diterapkan mengacu pada standar internasional STCW serta regulasi yang berlaku, sehingga peserta tidak hanya memperoleh keterampilan teknis, tetapi juga pemahaman komprehensif terkait keselamatan dan operasional pelayaran.
Adapun Diklat Keterampilan Pelaut yang tersedia meliputi Basic Safety Training (BST), Advanced Fire Fighting (AFF), Seafarers with Designated Security Duties (SDSD), Survival Craft and Rescue Boat (SCRB), Security Awareness Training (SAT), Ship Security Officer (SSO), Medical First Aid (MEFA), Medical Care (MC), RADAR Simulator, ARPA Simulator, GMDSS, Operator Radio Umum (ORU), Bridge Resource Management (BRM), Engine Resource Management (ERM), Crowd Management Training (CMT), Crisis Management and Human Behaviour Training (CMHBT), Electronic Chart Display and Information System (ECDIS), Towing Master, Basic Training Oil Chemical Tanker (BOCT), Basic Liquified Gas Tanker (BLGT), Advanced Training for Oil Tanker (AOT), Advanced Training for Chemical Tanker (ACT), Advanced Training for Liquified Gas Tanker (ALGT), serta Passenger Safety.
Melalui penyelenggaraan Diklat Keterampilan Pelaut ini, BP2TL Jakarta terus berperan aktif dalam meningkatkan kualitas sumber daya manusia maritim yang kompeten, profesional, dan siap bersaing di industri pelayaran nasional maupun internasional.                                                                                                     
- Diklat Pemutakhiran III, IV, & V
BP2TL Jakarta menyelenggarakan Diklat Pemutakhiran sebagai upaya menjaga kompetensi dan profesionalisme pelaut sesuai ketentuan yang berlaku, khususnya bagi mereka yang akan memperpanjang dan memperbarui sertifikat kompetensinya. Program ini merupakan wujud komitmen dalam mendukung peningkatan kualitas sumber daya manusia maritim yang unggul, adaptif, dan berdaya saing global. Diklat Pemutakhiran diperuntukkan bagi perwira pelaut pada jenjang Tingkat III, IV, dan V, baik pada bidang Nautika maupun Teknika, dengan tujuan memastikan peserta tetap memahami perkembangan regulasi, standar keselamatan pelayaran, serta pembaruan kompetensi sesuai ketentuan STCW. Melalui penyelenggaraan program Diklat Pemutakhiran Tingkat III, IV, dan V, BP2TL Jakarta terus berperan aktif dalam mencetak pelaut Indonesia yang profesional, kompeten, dan siap menghadapi tantangan industri pelayaran global, sekaligus mendukung terwujudnya keselamatan dan keamanan pelayaran nasional                                                                                                       
- Diklat Peningkatan ANT/ATT III,IV & V
BP2TL Jakarta menyelenggarakan Diklat Peningkatan Pelaut ANT dan ATT sebagai upaya meningkatkan kompetensi serta jenjang karier pelaut Indonesia agar mampu bersaing di tingkat nasional maupun internasional. Program ini diperuntukkan bagi perwira pelaut yang akan naik tingkat sertifikasi, baik pada bidang Nautika (ANT) maupun Teknika (ATT), dengan pilihan jenjang Diklat Peningkatan Tingkat II (khusus ASN), Tingkat III, Tingkat IV, dan Tingkat V. Kurikulum disusun sesuai ketentuan nasional serta mengacu pada standar internasional STCW dan Keputusan Kepala BPSDM Perhubungan Nomor KP-BPSDMP 60 Tahun 2025, dengan metode pembelajaran yang mengintegrasikan teori, praktik, penggunaan simulator, dan fasilitas pendukung lainnya. Peserta tidak hanya dibekali kompetensi teknis, tetapi juga kemampuan kepemimpinan, manajerial, serta penguatan aspek keselamatan pelayaran. Didukung oleh tenaga pengajar profesional, fasilitas representatif, dan sistem pembelajaran terintegrasi, program Diklat Peningkatan ANT dan ATT di BP2TL Jakarta menjadi pilihan strategis bagi pelaut untuk meningkatkan sertifikasi, memperluas peluang karier, dan memperkuat profesionalisme di bidang maritim."
Apakah bisa mengirim sertifikat yang sudah jadi?,"Saat ini BP2TL belum melayani jasa pengiriman sertifikat, untuk estimasi pencetakan fisik biasanya paling cepat ±3 minggu setelah diklat selesai (terhitung hari kerja). Sertifikat dapat diambil langsung ke loket kampus bp2tl atau diwakilkan oleh keluarga/kerabat 

Jika diambil langsung, mohon membawa:
1. Bukti pembayaran dari email (diprint)
2. Fotokopi KTP

Jika pengambilan diwakilkan, mohon membawa:
1. Surat kuasa
2. Bukti pembayaran dari email (diprint)
3. Fotokopi KTP pemberi kuasa dan yang diberi kuasa
"
Berapa lama masa pembelajaran Diklat Peningkatan?,"Lama masa pembelajaran diklat peningkatan sebagai berikut:

DP III selama 6 bulan
DP IV, V selama 4 bulan"
Berapa lama verifikator melakukan verifikasi/acc berkas pendaftaran akun peserta diklat?,"Verifikator akan melakukan pengecekan berkas pendaftaran di hari yang sama pada Hari Kerja. Peserta diklat diharapkan dapat melakukan pengecekan kotak masuk pada email yang didaftarkan secara berkala 3x24 jam.
Apabila dalam 3x24 jam belum menerima nomor peserta, silahkan menghubungi Whatsapp Helpdesk BP2TL Jakarta."
Apakah untuk persyaratan Surat Keterangan Sehat/Medical Check Up (MCU) harus dari RS Pemerintah?,"Terkait persyaratan surat keterangan dokter dan MCU, dokumen harus dikeluarkan oleh Rumah Sakit/Klinik yang ter-approve DJPL ya kak.

Berikut link daftar RS/Klinik yang dapat digunakan:
https://bkkp.dephub.go.id/index.php/pages/rsik

Selain itu, dokter pemeriksa juga harus dokter yang ter-approve DJPL. Daftar dokter yang diakui dapat dicek pada link berikut:
https://bkkp.dephub.go.id/index.php/pages/dokter

Mohon dipastikan juga surat yang diunggah masih berlaku (tidak expired) ya kak. Terima kasih 🙏
"
"Perbedaan Revalidasi dan Updating","Perbedaan REVALIDASI dan UPDATING
REVALIDASI
- Masa aktif berubah/upgrade menjadi tahun terbit terbaru
- Terdapat penambahan materi Mental Healt & Dokumentasi pelaut
- Durasi waktu pembelajaran 6 jam (1 hari)
UPDATING
- Masa aktif mengikuti terbitan sertifikat BST sebelumnya
- Terdapat penambahan materi Mental Healt 
- Durasi waktu pembelajaran 4 jam (1 hari)
"
Loket bp2tl jadwal buka jam dan tutup berapa,"Untuk jadwal pelayanan loket di BP2TL sebagai berikut:

Senin–Kamis : 08.00–15.00
Jumat : 08.00–15.30

Silakan menyesuaikan kedatangannya dengan jam pelayanan tersebut ya. Terima kasih."
 permisi kak kalo bukti pembayaran diklat hilang gimana ya?,"Jika bukti pembayaran diklat hilang, bisa melampirkan kartu peserta sebagai pengganti kwitansi ya "
Untuk sertifikat yg sudah jadi apakah bisa di bantu pengiriman nya?,"Saat ini BP2TL belum melayani pengiriman sertifikat. Sertifikat dapat diambil langsung ke kampus atau diwakilkan oleh keluarga/kerabat ya 

Jika diambil langsung, mohon membawa:
1. Bukti pembayaran dari email (diprint)
2. Fotokopi KTP

Jika pengambilan diwakilkan, mohon membawa:
1. Surat kuasa
2. Bukti pembayaran dari email (diprint)
3. Fotokopi KTP pemberi kuasa dan yang diberi kuasa

Terima kasih 🙏
"
Baju werpak/wearpack untuk praktek disediakan dari kantor  BP2TL atau beli ya ?,"Terkait penggunaan wearpack untuk praktik Basic Safety Training (BST), di kampus kami menyediakan layanan penyewaan wearpack dengan biaya sewa sebesar Rp25.000,-.
Jadi, peserta tidak perlu membeli sendiri karena sudah disediakan oleh pihak BP2TL Jakarta."
Cara daftar untuk updating BST kk gimna langkah nya?,"Berikut langkah pendaftaran Updating BST:

1. Jika sudah login pada akun, silakan ikuti langkah berikut:
2. Klik tombol garis tiga yang tertera di sebelah kanan atas layar.
3. Pilih menu Diklat, lalu masuk ke menu Pendaftaran.
4. Pada kolom pertama pilih Diklat Pelaut, kemudian pada pilihan diklat silakan pilih Updating BST.
5. Saat pengisian data dokumen, kolom tanggal terbit dan expired dapat diisi dengan tanggal saat melakukan unggah dokumen.
6. Pilih file yang akan diunggah, lalu klik tombol UNGGAH pada masing-masing persyaratan.
7.Lakukan proses unggah hingga semua dokumen tersubmit dengan lengkap.
8. Setelah semua tahap selesai, mohon menunggu proses verifikasi dari admin ya kak.                                                                                                                                                                9. Pilih jadwal                                                                                                                                                                                                                                                                             10. Lakukan pembayaran
Informasi selanjutnya akan diinformasikan melalui akun atau grup apabila sudah dijadwalkan "
